"EST_ID","EST_WB","EST_WBT","EST_OWNR","EST_NAME","EST_TYPE","EST_STATUS","EST_BT","EST_BP","EST_EN","EST_BOD","EST_ST","EST_BRGY","EST_MUNCITY","EST_PROVINCE","EST_REGION","EST_LAT","EST_LONG","EST_E","EST_SPTK","EST_SPTK_TYPE","EST_WWTF","EST_SC","EST_R","DATE_ENCODED","ENCODER"
"222024","PAMPANGA RIVER","RIVER","TOBIAS, GLORIA","G.S. TOBIAS GENERAL MERCHANDISE-SAN ANTONIO BRANCH","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222025","PAMPANGA RIVER","RIVER","VILLEZA, ROMEO","POULTRY (J.R.L.V.)","COMMERCIAL","OPERATIONAL","POULTRY FARM","YES","","","","SAN MARIANO","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222026","PAMPANGA RIVER","RIVER","BUAN, NORMITA G.","NORMITA'S SARI-SARI STORE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","STA. BARBARA","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222027","PAMPANGA RIVER","RIVER","BUAN, LEONARDO DE GUZMAN JR.","BUAN TRUCKING","COMMERCIAL","OPERATIONAL","TRANSLOADING/HAULING","YES","","","","STA. BARBARA","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222028","PAMPANGA RIVER","RIVER","CULALA, PETRONILO","P.A. CULALA GENERAL MERCHANDISE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222029","PAMPANGA RIVER","RIVER","CAYMAN, MARIA ","MARIA CAYMAN GLASSWARE","COMMERCIAL","OPERATIONAL","PLASTICWARE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222030","PAMPANGA RIVER","RIVER","SEÑAL, VIOLETA","VSS HARDWARE & GENERAL MERCHANDISE","COMMERCIAL","OPERATIONAL","CONSTRUCTION SUPPLY","YES","","","","POBLACION","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222031","PAMPANGA RIVER","RIVER","BUSTAMANTE, RICARDO II","WESTERN NUEVA ECIJA DEVELOPMENT CORPORATION","COMMERCIAL","OPERATIONAL","PRIVATE CEMETERY","YES","","","","SAN FRANCISCO","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222032","PAMPANGA RIVER","RIVER","EDUARDO, VIRGILIO","NOVICH RESORT HOTEL & RECREATION CENTER","COMMERCIAL","OPERATIONAL","AMUSEMENT PLACES","YES","","","","STA. CRUZ","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222033","PAMPANGA RIVER","RIVER","CULALA, FELICITAS","CITA'S GLASSWARE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222034","PAMPANGA RIVER","RIVER","REYES, ERLINDA","ANGEL'S TEXTILE AND GIFT SHOP","COMMERCIAL","OPERATIONAL","DRY GOODS/APPAREL ACCESSORIES","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222035","PAMPANGA RIVER","RIVER","CASTAÑEDA, MA. REMEDIOS L.","CASTAÑEDA'S SWEET'S & BREADHOUSE","COMMERCIAL","OPERATIONAL","BAKERY","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222036","PAMPANGA RIVER","RIVER","VILLAMEA, ZENAIDA","ZENAIDA VILLAMEA'S VARIETY STORE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222037","PAMPANGA RIVER","RIVER","VILLAMEA, MARIBEL LOPEZ","MARLON & MARIBEL VARIETY STORE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222038","PAMPANGA RIVER","RIVER","TINIO, GLENN","GLENN M. TINIO DRY GOODS","COMMERCIAL","OPERATIONAL","DRY GOODS/APPAREL ACCESSORIES","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222039","PAMPANGA RIVER","RIVER","RAMIREZ, CORAZON AYROSO","NEW AYROSO PAWNSHOP","COMMERCIAL","OPERATIONAL","LENDING/PAWNSHOP","YES","","","","TIKIW","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222040","PAMPANGA RIVER","RIVER","NUEDA, LEONORA","NUEDA-BONDOC GENERAL MERCHANDISE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","STA. BARBARA","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222041","PAMPANGA RIVER","RIVER","DELA CRUZ, JUANITA","JET'S DRY GOODS","COMMERCIAL","OPERATIONAL","DRY GOODS/APPAREL ACCESSORIES","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222042","PAMPANGA RIVER","RIVER","TRIBIANA, PELAGIA","LOTUS CREDIT & LOANS CORPORATION","COMMERCIAL","OPERATIONAL","LENDING","YES","","","","STA. CRUZ","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222043","PAMPANGA RIVER","RIVER","TRIBIANA, PELAGIA","8 STAR AUTO LUBE & SERVICES STATION","COMMERCIAL","OPERATIONAL","CHEMICAL/PETROLEUM/INDUSTRISL GAS","YES","","","","STA. CRUZ","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222044","PAMPANGA RIVER","RIVER","MAGNO, ROSEL","TIYA ULA'S SARI-SARI STORE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","STA. BARBARA","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222045","PAMPANGA RIVER","RIVER","CIRIACO, YOLANDA","YOLANDA CIRIACO MEAT STORE","COMMERCIAL","OPERATIONAL","MEAT / CHICKEN STORE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222046","PAMPANGA RIVER","RIVER","NUESTRO, LUCILA","LUCILLE BEAUTY PARLOR","COMMERCIAL","OPERATIONAL","PERSONAL GROOMING/HEALTH STUDIO","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222047","PAMPANGA RIVER","RIVER","BALLESTEROS, BLANCA","SIX ONE FOUR INTERNET CAFÉ","COMMERCIAL","OPERATIONAL","COMPUTER RENTALS AND SERVICES","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222048","PAMPANGA RIVER","RIVER","DE BELEN, ROWELL RAINIER","ROWELL RAINIER T. DE BELEN RICE MILL","COMMERCIAL","OPERATIONAL","RICE MILL","YES","","","","SAN MARIANO","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222049","PAMPANGA RIVER","RIVER","JAVIER, LANI VALIENTE","L.V. JAVIER POULTRY FARM","COMMERCIAL","OPERATIONAL","POULTRY FARM","YES","","","","SAN FRANCISCO","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222050","PAMPANGA RIVER","RIVER","JAVIER, LANI VALIENTE","JAVIER-VALIENTE PALAY TRADING","COMMERCIAL","OPERATIONAL","PALAY TRADING","YES","","","","SAN FRANCISCO","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222051","PAMPANGA RIVER","RIVER","DIZON, ANTONINA","TELKATIN GENERAL MERCHNDISE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","TIKIW","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222052","PAMPANGA RIVER","RIVER","TORRES, PERFERLA S.","PERFERLA S. TORRES STORE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222053","PAMPANGA RIVER","RIVER","SICAT, ALVIN","A.M. SICAT GENERAL MERCHANDISE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222054","PAMPANGA RIVER","RIVER","NUCUM, RIZELLE DE LEON","RIZELLE'S BEAUTY SALON AND SPA","COMMERCIAL","OPERATIONAL","PERSONAL GROOMING/HEALTH STUDIO","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222055","PAMPANGA RIVER","RIVER","PAMINTUAN, POLITO","SEAN PAUL CONSTRUCTION","COMMERCIAL","OPERATIONAL","CONSTRUCTION SUPPLY","YES","","","","STA. BARBARA","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222056","PAMPANGA RIVER","RIVER","GUTIERREZ, JAIME JR.","CHIN-CHAN'S SILVER ACCESSORIES","COMMERCIAL","OPERATIONAL","JEWELRY STORE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222057","PAMPANGA RIVER","RIVER","SALAZAR, JOSE AVELINO","SINAG PAWNSHOP CORPORATION","COMMERCIAL","OPERATIONAL","PAWNSHOP / MONEY REMITTANCE","YES","","","","POBLACION","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222058","PAMPANGA RIVER","RIVER","SALAZAR, JOSE AVELINO","SINAG PAWNSHOP CORPORATION","COMMERCIAL","OPERATIONAL","MONEY CHANGER","YES","","","","POBLACION","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222059","PAMPANGA RIVER","RIVER","AGUILAR, LUZVIMINDA GANIAS","RPG WATER REFILLING STATION","COMMERCIAL","OPERATIONAL","WATER REFILLING STATION","YES","","","","SAN FRANCISCO","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222060","PAMPANGA RIVER","RIVER","AGUILAR, LUZVIMINDA GANIAS","RPG GENERAL MERCHANDISE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","SAN FRANCISCO","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222061","PAMPANGA RIVER","RIVER","LAPUZ, MAGDALENA STA. CRUZ","MGDALENA SC. LAPUZ GENERAL MERCHANDISE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","SAN FRANCISCO","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222062","PAMPANGA RIVER","RIVER","H.R.V. VILLARICA PAWNSHOP INC.","VILLARICA PAWNSHOP","COMMERCIAL","OPERATIONAL","PAWNSHOP / FOREIGN EXCHANGE DEALER","YES","","","","POBLACION","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222063","PAMPANGA RIVER","RIVER","H.R.V. VILLARICA PAWNSHOP INC.","VILLARICA PAWNSHOP","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","POBLACION","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222064","PAMPANGA RIVER","RIVER","H.R.V. VILLARICA PAWNSHOP INC.","VILLARICA PAWNSHOP","COMMERCIAL","OPERATIONAL","PAWNSHOP / REMITTANCE","YES","","","","POBLACION","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222065","PAMPANGA RIVER","RIVER","FRANCISCO, MARICAR C.","MARICAR CHICKEN MEAT STALL","COMMERCIAL","OPERATIONAL","MEAT / CHICKEN STORE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222066","PAMPANGA RIVER","RIVER","MARQUEZ, JENNIFER M.","JENNIFER M. MARQUEZ STORE","COMMERCIAL","OPERATIONAL","FOOD AND BEVERAGES STORE","YES","","","","SAN FRANCISCO","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222067","PAMPANGA RIVER","RIVER","DELA ROMA, MIRASOL","MIRASOL CANDY STORE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222068","PAMPANGA RIVER","RIVER","P.J. LHUILLIER, INC.","CEBUANA LHUILLIER PAWNSHOP-SAN ANTONIO BRANCH","COMMERCIAL","OPERATIONAL","LENDING / PAWNSHOP","YES","","","","TIKIW","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222069","PAMPANGA RIVER","RIVER","TOBIAS, DAVID M.","DAVID M. TOBIAS SARI-SARI STORE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222070","PAMPANGA RIVER","RIVER","BALAGTAS, EMETERIA S.","EMETERIA S. BALAGTAS RESTAURANT","COMMERCIAL","OPERATIONAL","FOOD AND BEVERAGES STORE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222071","PAMPANGA RIVER","RIVER","STA. CRUZ, ELENA AQUINO","E. STA. CRUZ PALAY TRADING","COMMERCIAL","OPERATIONAL","PALAY TRADING","YES","","","","SAN FRANCISCO","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222072","PAMPANGA RIVER","RIVER","ESPINO, BENITA B.","ESP COMPUTER SHOP","COMMERCIAL","OPERATIONAL","COMPUTER RENTALS AND SERVICES","YES","","","","TIKIW","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222073","PAMPANGA RIVER","RIVER","ADION, MARLENE BOLAN","DANG'S GENERAL MERCHANDISE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222074","PAMPANGA RIVER","RIVER","FUERTES, HOSSANA GRACE SANTOS","KIHOYO'S FASHION WEAR AND GARMENTS","COMMERCIAL","OPERATIONAL","DRESS SHOP / TAILORONG","YES","","","","STA. CRUZ","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222075","PAMPANGA RIVER","RIVER","BERGUNDO, JOCELYN","JOSIE'S HOT PANDESAL","COMMERCIAL","OPERATIONAL","BAKERY","YES","","","","PAPAYA","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222076","PAMPANGA RIVER","RIVER","STA. ISABEL MONTESSORI INC.","STA. ISABEL MONTESSORI INC.","COMMERCIAL","OPERATIONAL","SCHOOL TRAINING","YES","","","","STO. CRISTO","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222077","PAMPANGA RIVER","RIVER","POLICARPIO, MARIVIC S.","M.S. POLICARPIO MINI CONO, RICE AND PALAY TRADING","COMMERCIAL","OPERATIONAL","RICE MILL","YES","","","","SAN FRANCISCO","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222078","PAMPANGA RIVER","RIVER","LEODONES, VILMA","VILMA LEODONES MEAT STORE","COMMERCIAL","OPERATIONAL","MEAT / CHICKEN STORE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222079","PAMPANGA RIVER","RIVER","ALVIZ, DINA DEAN P.","DINAH'S DRUG AND GENERAL MERCHANDISE","COMMERCIAL","OPERATIONAL","PHARMACY/ MEDICAL SUPPLIES","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222080","PAMPANGA RIVER","RIVER","BANGIT, MARY JOY G.","MARY JOY SILVER ACCESSORIES","COMMERCIAL","OPERATIONAL","JEWELRY STORE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222081","PAMPANGA RIVER","RIVER","LUSTRE, APOLO","TISSET VARIETY STORE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222082","PAMPANGA RIVER","RIVER","CANDO, PAMELON ESPILOY","CANVILL COMPUTER SHOP","COMMERCIAL","OPERATIONAL","COMPUTER SHOP","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222083","PAMPANGA RIVER","RIVER","TORRES, CELESTINO S.","C.S. TORRES RICE RETAILER","COMMERCIAL","OPERATIONAL","RICE STORE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222084","PAMPANGA RIVER","RIVER","BALDANO, WILFREDO","APR ALUMINUM & GLASS SUPPLY","COMMERCIAL","OPERATIONAL","METAL/ALUMINUM/GLASS INDUSTRY","YES","","","","POBLACION","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222085","PAMPANGA RIVER","RIVER","ABE, REYNOLD M.","ENO LIGHTS AND SOUNDS SYSTEM","COMMERCIAL","OPERATIONAL","SERVICES","YES","","","","MAUGAT","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222086","PAMPANGA RIVER","RIVER","DSDM POWER GROUP CORPORATION","7MM PAWNSHOP & MONEY CHANGER","COMMERCIAL","OPERATIONAL","PAWNSHOP","YES","","","","POBLACION","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222087","PAMPANGA RIVER","RIVER","FERNANDO, DELWINA M.","DELWINA SARI-SARI STORE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","SAN MARIANO","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222088","PAMPANGA RIVER","RIVER","MACAPAGAL, RACHELLE Y.","YABOT-MACAPAGAL BIRTHING HOME AND POLYCLINIC","COMMERCIAL","OPERATIONAL","SERVICES","YES","","","","SAN MARIANO","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222089","PAMPANGA RIVER","RIVER","PAMINTUAN, DANIEL","D.S. PAMINTUAN CONSTRUCTION","COMMERCIAL","OPERATIONAL","CONSTRUCTION SUPPLY","YES","","","","STA. BARBARA","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222090","PAMPANGA RIVER","RIVER","SIGUE, LUZVIMINDA V.","LUZVIMINDA V. SIGUE SARI-SARI STORE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222091","PAMPANGA RIVER","RIVER","ILANO, CATALINA DE DIOS","SIKAT MOTORCYCLE PARTS AND ACCESSORIES","COMMERCIAL","OPERATIONAL","VEHICLE AND VEHICLE PARTS","YES","","","","TIKIW","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222092","PAMPANGA RIVER","RIVER","CABRAL, ANICIA FRANCISCO","ANICIA CABRAL SARI-SARI STORE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","STO. CRISTO","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222093","PAMPANGA RIVER","RIVER","ILANO, OLIVIA DE DIOS","SUKI NG BAYAN APPLIANCE CENTER BRANCH2","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","POBLACION","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222094","PAMPANGA RIVER","RIVER","ILANO, OLIVIA DE DIOS","SUKI NG BAYAN APPLIANCE CENTER","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","TIKIW","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222095","PAMPANGA RIVER","RIVER","PANGILINAN, ARMANDO M.","A.M. PANGILINAN RICE AND PALAY TRADING","COMMERCIAL","OPERATIONAL","RICE AND PALAY TRADING","YES","","","","STO. CRISTO","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222096","PAMPANGA RIVER","RIVER","DELA CRUZ, FERDINAND V.","FERDINAND V. DELA CRUZ FRUITS AND VEGETABLE DEALER","COMMERCIAL","OPERATIONAL","FRUITS AND VEGETABLE SUPPLY","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222097","PAMPANGA RIVER","RIVER","DELA CRUZ, JAYSON V.","JASON'S DIGITAL PRINTING AND GENERAL MERCHANDISE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222098","PAMPANGA RIVER","RIVER","REYES, EMY","EMY REYES BUKO STAND","COMMERCIAL","OPERATIONAL","SMALL SCALE FOOD STORE","YES","","","","POBLACION","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222099","PAMPANGA RIVER","RIVER","PILI, ENGRACIA P.","ENGRACIA P. PILI SARI-SARI STORE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222100","PAMPANGA RIVER","RIVER","BUDOMO, PACITA POSADA","SAN ANTONIO DE ABAD NURSING HOME FOR THE AGED","COMMERCIAL","OPERATIONAL","ELDERLY CARE SERVICES","YES","","","","POBLACION","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222101","PAMPANGA RIVER","RIVER","DELA PEÑA, ANTONIO V.","ONNETTE SIDE CAR","COMMERCIAL","OPERATIONAL","METAL/ALUMINUM/GLASS INDUSTRY","YES","","","","TIKIW","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222102","PAMPANGA RIVER","RIVER","TUAZON, ARSENIO JR. S.","J.E.T. FARM","COMMERCIAL","OPERATIONAL","PIGGERY FARM","YES","","","","LAWANG KUPANG","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
